1.8000e-04,2.6000e+01,0.0000e+00,5.0000e-03,-5.0000e-03,5.0000e-03,-5.0000e-03,5.0000e-03,1.000000000e-02,4.112328152e-01,5.000000000e-03,1.247947210e-03,-1.251667641e-03
1.8000e-04,2.6000e+01,0.0000e+00,1.0000e-02,-1.0000e-02,1.0000e-02,-1.0000e-02,1.0000e-02,1.931067248e-02,4.112285595e-01,9.655336240e-03,2.752578699e-03,-2.072309228e-03
1.8000e-04,2.6000e+01,0.0000e+00,1.5000e-02,-1.5000e-02,1.5000e-02,-1.5000e-02,1.5000e-02,2.967696181e-02,4.112154595e-01,1.483848091e-02,3.243034824e-03,-4.166025830e-03
1.8000e-04,2.6000e+01,0.0000e+00,2.0000e-02,-2.0000e-02,2.0000e-02,-2.0000e-02,2.0000e-02,4.000000000e-02,4.111916140e-01,2.000000000e-02,3.613288551e-03,-6.362432985e-03
1.8000e-04,2.6000e+01,0.0000e+00,2.5000e-02,-2.5000e-02,2.5000e-02,-2.5000e-02,2.5000e-02,5.000000000e-02,4.111486083e-01,2.500000000e-02,5.075771538e-03,-7.376409278e-03
1.8000e-04,2.6000e+01,0.0000e+00,3.0000e-02,-3.0000e-02,3.0000e-02,-3.0000e-02,3.0000e-02,6.000000000e-02,4.110821742e-01,3.000000000e-02,7.334958200e-03,-7.581868413e-03
1.8000e-04,2.6000e+01,0.0000e+00,3.5000e-02,-3.5000e-02,3.5000e-02,-3.5000e-02,3.5000e-02,7.000000000e-02,4.110136591e-01,3.500000000e-02,6.949403025e-03,-1.041392335e-02
1.8000e-04,2.6000e+01,0.0000e+00,4.0000e-02,-4.0000e-02,4.0000e-02,-4.0000e-02,4.0000e-02,8.000000000e-02,4.108768979e-01,4.000000000e-02,9.160182139e-03,-1.064295364e-02
1.8000e-04,2.6000e+01,0.0000e+00,4.5000e-02,-4.5000e-02,4.5000e-02,-4.5000e-02,4.5000e-02,9.000000000e-02,4.107329232e-01,4.500000000e-02,1.270468729e-02,-9.515884068e-03
1.8000e-04,2.6000e+01,0.0000e+00,5.0000e-02,-5.0000e-02,5.0000e-02,-5.0000e-02,5.0000e-02,1.000000000e-01,4.105420018e-01,5.000000000e-02,1.366936005e-02,-1.094691724e-02
1.8000e-04,2.6000e+01,0.0000e+00,5.5000e-02,-5.5000e-02,5.5000e-02,-5.5000e-02,5.5000e-02,1.100000000e-01,4.103147722e-01,5.500000000e-02,1.192690542e-02,-1.506267118e-02
1.8000e-04,2.6000e+01,0.0000e+00,6.0000e-02,-6.0000e-02,6.0000e-02,-6.0000e-02,6.0000e-02,1.200000000e-01,4.100352614e-01,6.000000000e-02,1.359775071e-02,-1.573630084e-02
1.8000e-04,2.6000e+01,0.0000e+00,6.5000e-02,-6.5000e-02,6.5000e-02,-6.5000e-02,6.5000e-02,1.300000000e-01,4.097067020e-01,6.500000000e-02,1.511962486e-02,-1.653403219e-02
1.8000e-04,2.6000e+01,0.0000e+00,7.0000e-02,-7.0000e-02,7.0000e-02,-7.0000e-02,7.0000e-02,1.400000000e-01,4.093231035e-01,7.000000000e-02,1.752596849e-02,-1.642099486e-02
1.8000e-04,2.6000e+01,0.0000e+00,7.5000e-02,-7.5000e-02,7.5000e-02,-7.5000e-02,7.5000e-02,1.500000000e-01,4.088858761e-01,7.500000000e-02,1.859487506e-02,-1.761075203e-02
1.8000e-04,2.6000e+01,0.0000e+00,8.0000e-02,-8.0000e-02,8.0000e-02,-8.0000e-02,8.0000e-02,1.600000000e-01,4.083884993e-01,8.000000000e-02,1.979000381e-02,-1.864030744e-02
1.8000e-04,2.6000e+01,0.0000e+00,8.5000e-02,-8.5000e-02,8.5000e-02,-8.5000e-02,8.5000e-02,1.700000000e-01,4.078508324e-01,8.500000000e-02,1.835746011e-02,-2.226399798e-02
1.8000e-04,2.6000e+01,0.0000e+00,9.0000e-02,-9.0000e-02,9.0000e-02,-9.0000e-02,9.0000e-02,1.800000000e-01,4.071973178e-01,9.000000000e-02,2.221910553e-02,-2.054975535e-02
1.8000e-04,2.6000e+01,0.0000e+00,9.5000e-02,-9.5000e-02,9.5000e-02,-9.5000e-02,9.5000e-02,1.900000000e-01,4.064891295e-01,9.500000000e-02,2.217644941e-02,-2.270127476e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.0000e-01,-1.0000e-01,1.0000e-01,-1.0000e-01,1.0000e-01,2.000000000e-01,4.057368824e-01,1.000000000e-01,2.169802887e-02,-2.524927572e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.0500e-01,-1.0500e-01,1.0500e-01,-1.0500e-01,1.0500e-01,2.100000000e-01,4.048801476e-01,1.050000000e-01,2.383619770e-02,-2.513856296e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.1000e-01,-1.1000e-01,1.1000e-01,-1.1000e-01,1.1000e-01,2.200000000e-01,4.039200768e-01,1.100000000e-01,2.468532926e-02,-2.625691658e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.1500e-01,-1.1500e-01,1.1500e-01,-1.1500e-01,1.1500e-01,2.300000000e-01,4.028946589e-01,1.150000000e-01,2.703784151e-02,-2.583060524e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.2000e-01,-1.2000e-01,1.2000e-01,-1.2000e-01,1.2000e-01,2.400000000e-01,4.018098192e-01,7.627463394e-02,-7.500310117e-02,-1.200000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.2500e-01,-1.2500e-01,1.2500e-01,-1.2500e-01,1.2500e-01,2.500000000e-01,4.003971349e-01,7.937598247e-02,1.250000000e-01,7.750216208e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.3000e-01,-1.3000e-01,1.3000e-01,-1.3000e-01,1.3000e-01,2.600000000e-01,3.988768021e-01,8.044041040e-02,-8.091707201e-02,-1.300000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.3500e-01,-1.3500e-01,1.3500e-01,-1.3500e-01,1.3500e-01,2.700000000e-01,3.971302521e-01,8.141340915e-02,1.350000000e-01,8.432794901e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.4000e-01,-1.4000e-01,1.4000e-01,-1.4000e-01,1.4000e-01,2.800000000e-01,3.952251085e-01,8.968515578e-02,1.400000000e-01,8.396455233e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.4500e-01,-1.4500e-01,1.4500e-01,-1.4500e-01,1.4500e-01,2.900000000e-01,3.930683859e-01,9.122689339e-02,-8.684516209e-02,-1.450000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.5000e-01,-1.5000e-01,1.5000e-01,-1.5000e-01,1.5000e-01,3.000000000e-01,3.906899040e-01,8.917231031e-02,-9.141059440e-02,-1.500000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.5500e-01,-1.5500e-01,1.5500e-01,-1.5500e-01,1.5500e-01,3.100000000e-01,3.881093585e-01,9.191531335e-02,-9.347126453e-02,-1.550000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.6000e-01,-1.6000e-01,1.6000e-01,-1.6000e-01,1.6000e-01,3.200000000e-01,3.853900057e-01,9.962754845e-02,1.600000000e-01,9.294793429e-02
1.8000e-04,2.6000e+01,0.0000e+00,1.6500e-01,-1.6500e-01,1.6500e-01,-1.6500e-01,1.6500e-01,3.300000000e-01,3.822364499e-01,1.005050550e-01,-9.566778270e-02,-1.650000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.7000e-01,-1.7000e-01,1.7000e-01,-1.7000e-01,1.7000e-01,3.400000000e-01,3.790356128e-01,1.011194862e-01,-9.835649073e-02,-1.700000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.7500e-01,-1.7500e-01,1.7500e-01,-1.7500e-01,1.7500e-01,3.500000000e-01,3.752033031e-01,9.721643005e-02,-1.032553815e-01,-1.750000000e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.8000e-01,-1.8000e-01,1.8000e-01,-1.8000e-01,1.8000e-01,3.600000000e-01,3.710987105e-01,1.049993188e-01,1.800000000e-01,1.020884499e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.8500e-01,-1.8500e-01,1.8500e-01,-1.8500e-01,1.8500e-01,3.700000000e-01,3.667113628e-01,1.055128791e-01,1.850000000e-01,1.044155335e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.9000e-01,-1.9000e-01,1.9000e-01,-1.9000e-01,1.9000e-01,3.800000000e-01,3.619804151e-01,1.067073534e-01,1.900000000e-01,1.062454462e-01
1.8000e-04,2.6000e+01,0.0000e+00,1.9500e-01,-1.9500e-01,1.9500e-01,-1.9500e-01,1.9500e-01,3.900000000e-01,3.569017069e-01,1.098734156e-01,1.950000000e-01,1.069297443e-01
1.8000e-04,2.6000e+01,0.0000e+00,2.0000e-01,-2.0000e-01,2.0000e-01,-2.0000e-01,2.0000e-01,4.000000000e-01,3.513632136e-01,1.088604888e-01,2.000000000e-01,1.095162106e-01
1.8000e-04,2.6000e+01,0.0000e+00,2.0500e-01,-2.0500e-01,2.0500e-01,-2.0500e-01,2.0500e-01,4.100000000e-01,3.455303165e-01,1.073373074e-01,2.050000000e-01,1.122050525e-01
1.8000e-04,2.6000e+01,0.0000e+00,2.1000e-01,-2.1000e-01,2.1000e-01,-2.1000e-01,2.1000e-01,4.200000000e-01,3.391749724e-01,1.086634687e-01,2.100000000e-01,1.132565480e-01
1.8000e-04,2.6000e+01,0.0000e+00,2.1500e-01,-2.1500e-01,2.1500e-01,-2.1500e-01,2.1500e-01,4.300000000e-01,3.323069356e-01,1.116541155e-01,-1.132789209e-01,-2.150000000e-01
